,game_global_ranking,game_title,console,year_of_release,genre,publisher,northamerican_sales,europe_sales,japan_sales,othercontry_sales,world_sales,game_title_normalized
818,820,r4: ridge racer type 4,ps,1998,racing,namco bandai games,0.68,0.46,0.79,0.13,2.06 ,r4 ridgeracertype4
819,821,soulcalibur ii,ps2,2003,fighting,namco bandai games,1.06,0.62,0.13,0.25,2.06 ,soulcaliburii
820,822,mario & luigi: dream team,3ds,2013,role-playing,nintendo,0.89,0.57,0.46,0.13,2.06 ,mario luigi dreamteam
821,823,need for speed: prostreet,ps3,2007,racing,electronic arts,0.73,0.92,0.04,0.37,2.05 ,needforspeed prostreet
822,824,carnival games,ds,2008,misc,take-two interactive,1.23,0.64,0.0,0.19,2.05 ,carnivalgames
823,825,nba 2k14,ps3,2013,sports,take-two interactive,1.43,0.33,0.04,0.25,2.05 ,nba2k14
824,826,pokémon mystery dungeon: blue rescue team,ds,2005,role-playing,nintendo,1.16,0.06,0.83,0.0,2.05 ,pokémonmysterydungeon bluerescueteam
825,827,sonic mega collection,gc,2002,misc,infogrames,1.47,0.48,0.05,0.06,2.05 ,sonicmegacollection
826,828,diablo iii,ps3,2013,role-playing,activision,0.71,0.83,0.15,0.35,2.05 ,diabloiii
827,829,nba jam,gen,1992,sports,arena entertainment,1.75,0.25,0.0,0.05,2.05 ,nbajam
828,830,pgr4 - project gotham racing 4,x360,2007,racing,microsoft game studios,0.48,1.29,0.02,0.25,2.05 ,pgr4 projectgothamracing4
829,831,kingdom hearts 358/2 days,ds,2009,role-playing,square enix,1.11,0.27,0.53,0.14,2.04 ,kingdomhearts358 2days
830,832,dance central 2,x360,2011,misc,microsoft game studios,1.45,0.42,0.01,0.16,2.04 ,dancecentral2
831,833,rayman raving rabbids: tv party,wii,2008,misc,ubisoft,0.73,1.09,0.0,0.23,2.04 ,raymanravingrabbids tvparty
832,834,socom: u.s. navy seals: combined assault,ps2,2006,shooter,sony computer entertainment,1.74,0.02,0.0,0.28,2.04 ,socom u s navyseals combinedassault
833,835,peter jackson's king kong: the official game of the movie,ps2,2005,action,ubisoft,0.71,1.02,0.0,0.31,2.04 ,peterjackson skingkong theofficialgameofthemovie
834,836,donkey kong country,gba,2003,platform,nintendo,1.2,0.48,0.29,0.07,2.04 ,donkeykongcountry
835,837,need for speed: the run,ps3,2011,action,electronic arts,0.58,1.06,0.03,0.37,2.04 ,needforspeed therun
836,838,madden nfl 15,ps4,2014,sports,electronic arts,1.53,0.25,0.0,0.25,2.03 ,maddennfl15
837,839,1080°: teneighty snowboarding,n64,1998,sports,nintendo,1.25,0.61,0.13,0.05,2.03 ,1080° teneightysnowboarding
838,840,just dance 3,x360,2011,misc,ubisoft,1.47,0.4,0.0,0.16,2.03 ,justdance3
839,841,nba live 2004,ps2,2003,sports,electronic arts,1.57,0.18,0.0,0.27,2.03 ,nbalive2004
840,842,dead space,ps3,2008,action,electronic arts,1.05,0.67,0.0,0.3,2.02 ,deadspace
841,843,call of duty 2,x360,2005,shooter,activision,1.81,0.05,0.01,0.15,2.02 ,callofduty2
842,844,madden nfl 15,x360,2014,sports,electronic arts,1.76,0.09,0.0,0.17,2.02 ,maddennfl15
843,845,forza horizon,x360,2012,racing,microsoft game studios,0.82,0.98,0.04,0.18,2.02 ,forzahorizon
844,846,touchmaster,ds,2007,puzzle,midway games,0.49,1.27,0.0,0.25,2.01 ,touchmaster
845,847,tom clancy's the division,xone,2016,shooter,ubisoft,1.2,0.62,0.0,0.18,2.01 ,tomclancy sthedivision
846,848,lego marvel super heroes,ps3,2013,action,warner bros. interactive entertainment,0.77,0.85,0.01,0.37,2 ,legomarvelsuperheroes
847,849,fire emblem: awakening,3ds,2012,role-playing,nintendo,0.89,0.45,0.53,0.13,2 ,fireemblem awakening
848,850,driveclub,ps4,2014,racing,sony computer entertainment,0.35,1.31,0.02,0.33,2 ,driveclub
849,851,super street fighter ii,snes,1993,fighting,nintendo,0.52,0.16,1.29,0.03,2 ,superstreetfighterii
850,852,mortal kombat vs. dc universe,ps3,2008,fighting,midway games,1.48,0.3,0.0,0.22,2 ,mortalkombatvs dcuniverse
851,853,tenchu: stealth assassins,ps,1997,action,activision,0.95,0.64,0.27,0.13,1.99 ,tenchu stealthassassins
852,854,tennis,gb,1989,sports,nintendo,0.75,0.3,0.9,0.04,1.99 ,tennis
853,855,harry potter and the chamber of secrets,gba,2002,action,electronic arts,1.21,0.64,0.05,0.09,1.99 ,harrypotterandthechamberofsecrets
854,856,harry potter and the chamber of secrets,ps,2002,action,electronic arts,0.75,1.09,0.02,0.12,1.98 ,harrypotterandthechamberofsecrets
855,857,simcity,snes,1991,simulation,nintendo,0.93,0.27,0.75,0.04,1.98 ,simcity
856,858,battlefield 4,xone,2013,shooter,electronic arts,1.25,0.58,0.0,0.16,1.98 ,battlefield4
857,859,resident evil 6,x360,2012,shooter,capcom,1.11,0.63,0.07,0.16,1.98 ,residentevil6
858,860,dragon age: inquisition,ps4,2014,role-playing,electronic arts,0.72,0.86,0.08,0.32,1.97 ,dragonage inquisition
859,861,sonic classic collection,ds,2010,platform,sega,0.99,0.8,0.0,0.18,1.97 ,sonicclassiccollection
860,862,spyro: enter the dragonfly,ps2,2002,platform,universal interactive,0.74,0.95,0.0,0.28,1.97 ,spyro enterthedragonfly
861,863,call of duty: world at war,wii,2008,shooter,activision,1.2,0.59,0.0,0.19,1.97 ,callofduty worldatwar
862,864,devil may cry 2,ps2,2003,action,capcom,0.71,0.58,0.51,0.17,1.97 ,devilmaycry2
863,865,burnout paradise,ps3,2008,racing,electronic arts,1.01,0.64,0.02,0.3,1.97 ,burnoutparadise
864,866,e.t.: the extra terrestrial,2600,1981,action,atari,1.84,0.11,0.0,0.02,1.97 ,e t  theextraterrestrial
865,867,bioshock infinite,x360,2013,shooter,take-two interactive,1.22,0.57,0.02,0.15,1.96 ,bioshockinfinite
866,868,hot shots golf: open tee,psp,2004,sports,sony computer entertainment,0.5,0.5,0.63,0.33,1.96 ,hotshotsgolf opentee
867,869,rad racer,nes,1986,racing,nintendo,1.13,0.37,0.41,0.05,1.96 ,radracer
868,870,soccer,nes,1985,sports,nintendo,0.18,0.23,1.53,0.02,1.96 ,soccer
869,871,kirby squeak squad,ds,2006,platform,nintendo,0.79,0.03,1.05,0.08,1.96 ,kirbysqueaksquad
870,872,tom clancy's rainbow six: vegas,x360,2006,shooter,ubisoft,1.09,0.65,0.02,0.2,1.96 ,tomclancy srainbowsix vegas
871,873,destiny,x360,2014,shooter,activision,1.3,0.49,0.0,0.16,1.95 ,destiny
872,874,crash nitro kart,ps2,2003,racing,vivendi games,0.74,1.01,0.0,0.2,1.95 ,crashnitrokart
873,875,grand theft auto: san andreas,xb,2005,action,take-two interactive,1.26,0.61,0.0,0.09,1.95 ,grandtheftauto sanandreas
874,876,star wars: dark forces,pc,1994,shooter,lucasarts,1.09,0.77,0.0,0.09,1.95 ,starwars darkforces
875,877,nba street vol. 2,ps2,2003,sports,electronic arts,1.69,0.2,0.0,0.06,1.95 ,nbastreetvol 2
876,878,def jam vendetta,ps2,2003,fighting,electronic arts,0.95,0.74,0.0,0.25,1.94 ,defjamvendetta
877,879,fifa soccer 09,x360,2008,sports,electronic arts,0.49,1.26,0.01,0.18,1.94 ,fifasoccer09
878,880,who wants to be a millionaire,pc,1999,misc,disney interactive studios,1.94,0.0,0.0,0.0,1.94 ,whowantstobeamillionaire
879,881,scooby doo and the cyber chase,ps,2001,adventure,thq,0.59,1.23,0.0,0.13,1.94 ,scoobydooandthecyberchase
880,882,alleyway,gb,1989,puzzle,nintendo,0.96,0.38,0.55,0.05,1.94 ,alleyway
881,883,dragon ball z: budokai 3,ps2,2004,fighting,atari,1.09,0.15,0.65,0.04,1.94 ,dragonballz budokai3
882,884,jet moto 2,ps,1997,racing,sony computer entertainment,1.41,0.42,0.03,0.07,1.94 ,jetmoto2
883,885,tom clancy's ghost recon,ps2,2002,shooter,ubisoft,1.42,0.4,0.0,0.12,1.94 ,tomclancy sghostrecon
884,886,x-men legends,ps2,2004,role-playing,activision,1.0,0.72,0.0,0.21,1.93 ,x menlegends
885,887,batman: arkham origins,x360,2013,action,warner bros. interactive entertainment,1.15,0.61,0.0,0.17,1.93 ,batman arkhamorigins
886,888,guitar hero: world tour,ps3,2008,misc,activision,1.1,0.56,0.0,0.27,1.93 ,guitarhero worldtour
887,889,mortal kombat ii,snes,1993,fighting,acclaim entertainment,1.48,0.39,0.0,0.06,1.93 ,mortalkombatii
888,890,virtua fighter 2,sat,1995,fighting,sega,0.34,0.26,1.3,0.03,1.93 ,virtuafighter2
889,891,tetris dx,gb,1998,puzzle,nintendo,1.06,0.6,0.2,0.07,1.93 ,tetrisdx
890,892,mortal kombat vs. dc universe,x360,2008,fighting,midway games,1.53,0.24,0.0,0.16,1.93 ,mortalkombatvs dcuniverse
891,893,watch dogs,ps3,2014,action,ubisoft,0.56,0.89,0.1,0.37,1.93 ,watchdogs
892,894,mario super sluggers,wii,2008,sports,nintendo,1.51,0.0,0.29,0.12,1.93 ,mariosupersluggers
893,895,tomb raider (2013),x360,2013,action,square enix,0.86,0.87,0.01,0.17,1.92 ,tombraider 2013 
894,896,the legend of zelda: oracle of ages,gb,2001,action,nintendo,0.92,0.53,0.41,0.06,1.92 ,thelegendofzelda oracleofages
895,897,need for speed: shift,x360,2009,racing,electronic arts,0.73,0.97,0.01,0.22,1.92 ,needforspeed shift
896,898,monopoly,wii,2008,misc,electronic arts,0.87,0.85,0.0,0.2,1.92 ,monopoly
897,899,red faction,ps2,2001,shooter,thq,0.76,0.96,0.0,0.2,1.92 ,redfaction
898,900,the sims: makin' magic,pc,2003,simulation,electronic arts,1.03,0.8,0.0,0.09,1.92 ,thesims makin magic
899,901,mx unleashed,ps2,2004,racing,thq,0.94,0.73,0.0,0.25,1.92 ,mxunleashed
900,902,parappa the rapper,ps,1996,misc,sony computer entertainment,0.26,0.16,1.46,0.03,1.92 ,parappatherapper
901,903,toy story mania!,wii,2009,misc,disney interactive studios,1.06,0.67,0.0,0.18,1.92 ,toystorymania 
902,904,mario party 3,n64,2000,misc,nintendo,0.72,0.16,1.01,0.02,1.91 ,marioparty3
903,905,star wars: the force unleashed,wii,2008,action,lucasarts,1.14,0.57,0.0,0.19,1.91 ,starwars theforceunleashed
904,906,game party 2,wii,2008,misc,midway games,1.3,0.44,0.0,0.17,1.91 ,gameparty2
905,907,destiny: the taken king,ps4,2015,shooter,activision,0.77,0.78,0.04,0.31,1.91 ,destiny thetakenking
906,908,lego star wars iii: the clone wars,wii,2011,action,lucasarts,1.08,0.66,0.0,0.17,1.91 ,legostarwarsiii theclonewars
907,909,star wars rogue leader: rogue squadron ii,gc,2001,simulation,lucasarts,1.03,0.75,0.03,0.09,1.9 ,starwarsrogueleader roguesquadronii
908,910,max payne 3,ps3,2012,shooter,take-two interactive,0.59,0.92,0.06,0.32,1.9 ,maxpayne3
909,911,need for speed rivals,ps4,2013,racing,electronic arts,0.73,0.91,0.03,0.22,1.89 ,needforspeedrivals
910,912,madden nfl 09,ps3,2008,sports,electronic arts,1.56,0.15,0.0,0.18,1.89 ,maddennfl09
911,913,yokai watch,3ds,2013,role-playing,nintendo,0.21,0.3,1.33,0.04,1.89 ,yokaiwatch
912,914,ratchet & clank future: a crack in time,ps3,2009,platform,sony computer entertainment,1.05,0.54,0.03,0.26,1.88 ,ratchet clankfuture acrackintime
913,915,yu-gi-oh! forbidden memories,ps,1999,role-playing,konami digital entertainment,1.37,0.44,0.0,0.08,1.88 ,yu gi oh forbiddenmemories
914,916,mortal kombat: deception,ps2,2004,fighting,midway games,0.92,0.72,0.0,0.24,1.88 ,mortalkombat deception
915,917,hot shots golf 2,ps,1999,sports,sony computer entertainment,0.25,0.12,1.48,0.03,1.88 ,hotshotsgolf2
916,918,medal of honor: european assault (all region sales),ps2,2005,shooter,electronic arts,0.89,0.69,0.09,0.21,1.88 ,medalofhonor europeanassault allregionsales 
917,919,wcw nitro,ps,1998,fighting,thq,1.42,0.36,0.03,0.07,1.88 ,wcwnitro
918,920,high school musical: sing it!,ps2,2007,misc,disney interactive studios,0.47,0.08,0.0,1.33,1.87 ,highschoolmusical singit 
919,921,star fox adventures,gc,2002,adventure,nintendo,0.96,0.53,0.3,0.09,1.87 ,starfoxadventures
920,922,fifa 2000,ps,1998,sports,electronic arts,0.22,1.47,0.04,0.14,1.87 ,fifa2000
921,923,dynasty warriors 3,ps2,2001,action,thq,0.53,0.16,1.07,0.1,1.87 ,dynastywarriors3
922,924,donkey kong country returns,3ds,2013,platform,nintendo,0.73,0.62,0.4,0.12,1.87 ,donkeykongcountryreturns
923,925,the legend of zelda: oracle of seasons,gb,2001,adventure,nintendo,0.87,0.52,0.41,0.06,1.86 ,thelegendofzelda oracleofseasons
924,926,madden nfl 06,xb,2005,sports,electronic arts,1.75,0.03,0.0,0.08,1.86 ,maddennfl06
925,927,shrek 2,ps2,2004,platform,activision,1.12,0.69,0.03,0.02,1.86 ,shrek2
926,928,the legend of dragoon,ps,1999,role-playing,sony computer entertainment,0.94,0.44,0.39,0.1,1.86 ,thelegendofdragoon
927,929,turok 2: seeds of evil,n64,1997,platform,acclaim entertainment,1.37,0.41,0.04,0.04,1.86 ,turok2 seedsofevil
928,930,singstar,ps2,2004,misc,sony computer entertainment,0.0,1.37,0.0,0.49,1.86 ,singstar
929,931,littlebigplanet 3,ps4,2014,platform,sony computer entertainment,0.64,0.92,0.01,0.29,1.86 ,littlebigplanet3
930,932,nba live 2002,ps2,2001,sports,electronic arts,0.91,0.71,0.0,0.24,1.86 ,nbalive2002
931,933,phineas and ferb,ds,2009,action,disney interactive studios,1.34,0.37,0.0,0.15,1.86 ,phineasandferb
932,934,chrono cross,ps,1999,role-playing,squaresoft,0.62,0.42,0.69,0.12,1.86 ,chronocross
933,935,goldeneye 007 (2010),wii,2010,action,activision,0.85,0.71,0.13,0.16,1.86 ,goldeneye007 2010 
934,936,mario party: island tour,3ds,2013,misc,nintendo,0.61,0.59,0.55,0.11,1.85 ,marioparty islandtour
935,937,jak 3,ps2,2004,platform,sony computer entertainment,1.33,0.49,0.0,0.03,1.85 ,jak3
936,938,rayman raving rabbids 2,wii,2007,misc,ubisoft,0.83,0.82,0.0,0.2,1.85 ,raymanravingrabbids2
937,939,kingdom hearts: chain of memories,gba,2004,role-playing,square enix,1.26,0.18,0.35,0.06,1.85 ,kingdomhearts chainofmemories
938,940,pinball,nes,1984,action,nintendo,0.8,0.19,0.83,0.03,1.85 ,pinball
939,941,infamous 2,ps3,2011,action,sony computer entertainment,1.05,0.49,0.08,0.23,1.85 ,infamous2
940,942,gran turismo concept 2001 tokyo,ps2,2001,racing,unknown,0.0,1.1,0.42,0.33,1.84 ,granturismoconcept2001tokyo
941,943,demon's souls,ps3,2009,role-playing,namco bandai games,0.97,0.34,0.35,0.18,1.84 ,demon ssouls
942,944,ncaa football 06,ps2,2005,sports,electronic arts,1.53,0.05,0.0,0.25,1.84 ,ncaafootball06
944,946,2 games in 1: sonic advance & chuchu rocket!,gba,2005,misc,thq,1.31,0.49,0.0,0.03,1.83 ,2gamesin1 sonicadvance chuchurocket 
945,947,world of warcraft: mists of pandaria,pc,2012,role-playing,activision,0.84,0.76,0.0,0.23,1.83 ,worldofwarcraft mistsofpandaria
946,948,jet moto,ps,1996,racing,sony computer entertainment,1.33,0.4,0.03,0.07,1.83 ,jetmoto
947,949,just cause 3,ps4,2015,action,square enix,0.46,1.02,0.07,0.28,1.83 ,justcause3
948,950,secret of mana,snes,1993,role-playing,squaresoft,0.25,0.07,1.49,0.02,1.83 ,secretofmana
949,951,the orange box,x360,2007,shooter,electronic arts,1.09,0.54,0.02,0.17,1.83 ,theorangebox
950,952,air combat,ps,1995,simulation,sony computer entertainment,0.92,0.33,0.52,0.05,1.83 ,aircombat
951,953,kirby: triple deluxe,3ds,2014,platform,nintendo,0.61,0.34,0.79,0.09,1.82 ,kirby tripledeluxe
952,954,sonic & knuckles,gen,1994,platform,sega,1.24,0.43,0.03,0.12,1.82 ,sonic knuckles
953,955,namco museum,ps2,2001,misc,namco bandai games,1.73,0.07,0.0,0.02,1.82 ,namcomuseum
954,956,the sims: hot date,pc,2001,simulation,electronic arts,1.81,0.0,0.0,0.0,1.82 ,thesims hotdate
955,957,metroid prime 3: corruption,wii,2007,shooter,nintendo,0.91,0.74,0.07,0.09,1.82 ,metroidprime3 corruption
956,958,dragon quest vi: realms of revelation,ds,2010,role-playing,nintendo,0.22,0.21,1.35,0.03,1.81 ,dragonquestvi realmsofrevelation
957,959,the evil within,ps4,2014,action,bethesda softworks,0.55,0.84,0.11,0.31,1.81 ,theevilwithin
958,960,ddrmax2: dance dance revolution,ps2,2003,simulation,konami digital entertainment,1.05,0.59,0.0,0.18,1.81 ,ddrmax2 dancedancerevolution
959,961,crazy taxi,dc,2000,racing,sega,1.1,0.51,0.12,0.08,1.81 ,crazytaxi
960,962,virtua fighter 4,ps2,2002,fighting,sega,0.78,0.44,0.56,0.04,1.81 ,virtuafighter4
961,963,sly 2: band of thieves,ps2,2004,platform,sony computer entertainment,0.88,0.69,0.0,0.23,1.81 ,sly2 bandofthieves
962,964,guitar hero: world tour,ps2,2008,misc,activision,1.0,0.03,0.0,0.77,1.8 ,guitarhero worldtour
963,965,sonic advance 2,gba,2002,platform,sega,0.93,0.59,0.21,0.07,1.8 ,sonicadvance2
964,966,madden nfl 07,x360,2006,sports,electronic arts,1.66,0.0,0.01,0.13,1.8 ,maddennfl07
965,967,nba 2k11,ps3,2010,action,take-two interactive,1.41,0.21,0.03,0.16,1.8 ,nba2k11
966,968,nfl gameday 2000,ps,1999,sports,989 studios,1.0,0.68,0.0,0.12,1.8 ,nflgameday2000
967,969,call of duty: black ops 3,ps3,2015,shooter,activision,0.49,0.96,0.07,0.27,1.79 ,callofduty blackops3
968,970,disney's the lion king,snes,1994,platform,virgin interactive,1.26,0.39,0.08,0.06,1.79 ,disney sthelionking
969,971,beyond: two souls,ps3,2013,adventure,sony computer entertainment,0.52,0.88,0.06,0.34,1.79 ,beyond twosouls
970,972,kinect star wars,x360,2012,action,microsoft game studios,1.05,0.57,0.03,0.14,1.78 ,kinectstarwars
971,973,midnight club ii,ps2,2003,racing,take-two interactive,1.25,0.29,0.0,0.24,1.78 ,midnightclubii
972,974,dragon quest monsters: joker,ds,2006,role-playing,square enix,0.23,0.03,1.49,0.03,1.78 ,dragonquestmonsters joker
973,975,spongebob squarepants: supersponge,ps,2001,action,thq,1.12,0.58,0.0,0.08,1.78 ,spongebobsquarepants supersponge
974,976,the getaway: black monday,ps2,2004,action,sony computer entertainment,0.39,1.01,0.02,0.36,1.78 ,thegetaway blackmonday
975,977,professor layton and the mask of miracle,3ds,2011,puzzle,nintendo,0.32,0.95,0.36,0.14,1.78 ,professorlaytonandthemaskofmiracle
976,978,just cause 2,ps3,2010,action,square enix,0.45,0.94,0.06,0.33,1.78 ,justcause2
977,979,dragon's dogma,ps3,2012,role-playing,capcom,0.41,0.46,0.72,0.19,1.78 ,dragon sdogma
978,980,the legend of zelda: the wind waker,wiiu,2013,action,nintendo,0.93,0.57,0.14,0.13,1.77 ,thelegendofzelda thewindwaker
979,981,50 cent: bulletproof,ps2,2005,action,vivendi games,0.85,0.76,0.0,0.16,1.77 ,50cent bulletproof
980,982,high school musical: sing it!,wii,2007,misc,disney interactive studios,1.16,0.45,0.0,0.16,1.77 ,highschoolmusical singit 
981,983,wii party u,wiiu,2013,misc,nintendo,0.31,0.54,0.84,0.08,1.77 ,wiipartyu
982,984,madden nfl 25,ps3,2013,sports,electronic arts,1.59,0.03,0.0,0.15,1.77 ,maddennfl25
983,985,final fantasy ii,snes,1991,role-playing,square,0.24,0.09,1.33,0.12,1.77 ,finalfantasyii
984,986,kirby 64: the crystal shards,n64,2000,platform,nintendo,0.63,0.06,1.03,0.04,1.77 ,kirby64 thecrystalshards
985,987,dead or alive 3,xb,2001,fighting,microsoft game studios,1.19,0.29,0.24,0.06,1.77 ,deadoralive3
986,988,ufc 2009 undisputed,ps3,2009,fighting,thq,1.07,0.45,0.01,0.24,1.77 ,ufc2009undisputed
987,989,metroid ii: return of samus,gb,1991,adventure,nintendo,0.85,0.31,0.56,0.04,1.76 ,metroidii returnofsamus
988,990,wwf attitude,ps,1998,fighting,acclaim entertainment,1.27,0.42,0.0,0.07,1.76 ,wwfattitude
989,991,the spongebob squarepants movie,ps2,2004,platform,thq,1.06,0.54,0.0,0.16,1.76 ,thespongebobsquarepantsmovie
990,992,golden sun,gba,2001,role-playing,nintendo,0.93,0.38,0.4,0.06,1.76 ,goldensun
991,993,sonic the hedgehog 3,gen,1994,platform,sega,1.02,0.47,0.2,0.07,1.76 ,sonicthehedgehog3
992,994,kid icarus,nes,1986,platform,nintendo,0.53,0.12,1.09,0.02,1.76 ,kidicarus
993,995,def jam: fight for ny,ps2,2004,fighting,electronic arts,0.86,0.67,0.0,0.22,1.76 ,defjam fightforny
994,996,tom clancy's ghost recon,xb,2002,shooter,ubisoft,1.23,0.46,0.0,0.07,1.76 ,tomclancy sghostrecon
995,997,state of emergency,ps2,2002,action,take-two interactive,0.86,0.67,0.0,0.22,1.76 ,stateofemergency
996,998,bioshock infinite,ps3,2013,shooter,take-two interactive,0.72,0.69,0.04,0.31,1.76 ,bioshockinfinite
997,999,hitman: absolution,x360,2012,action,square enix,0.68,0.9,0.01,0.17,1.76 ,hitman absolution
998,1000,2 games in 1 double pack: the incredibles / finding nemo: the continuing adventures,gba,2007,action,thq,1.26,0.47,0.0,0.03,1.76 ,2gamesin1doublepack theincredibles findingnemo thecontinuingadventures
999,1001,call of duty: black ops 3,x360,2015,shooter,activision,1.11,0.48,0.0,0.16,1.76 ,callofduty blackops3
1000,1002,the urbz: sims in the city,ps2,2004,simulation,electronic arts,0.52,0.95,0.0,0.29,1.76 ,theurbz simsinthecity
1001,1003,fifa soccer 08,ps3,2007,sports,electronic arts,0.35,1.07,0.02,0.32,1.76 ,fifasoccer08
1002,1004,star wars: starfighter,ps2,2001,simulation,activision,0.61,0.87,0.02,0.26,1.76 ,starwars starfighter
1003,1005,madden nfl 2000,ps,1998,sports,electronic arts,1.68,0.04,0.0,0.04,1.75 ,maddennfl2000
1004,1006,kingdom hearts,ps3,2013,role-playing,square enix,0.9,0.37,0.25,0.24,1.75 ,kingdomhearts
1005,1007,star wars: battlefront,xb,2004,shooter,activision,1.24,0.45,0.0,0.07,1.75 ,starwars battlefront
1006,1008,pro evolution soccer,ps2,2001,sports,konami digital entertainment,0.06,0.9,0.53,0.27,1.75 ,proevolutionsoccer
1007,1009,crackdown,x360,2007,shooter,microsoft game studios,1.0,0.54,0.03,0.18,1.75 ,crackdown
1008,1010,yoshi,nes,1991,puzzle,nintendo,0.7,0.13,0.91,0.01,1.75 ,yoshi
1009,1011,disney's aladdin,snes,1993,platform,capcom,0.94,0.34,0.21,0.27,1.75 ,disney saladdin
1010,1012,kirby's adventure,nes,1993,platform,nintendo,0.79,0.14,0.8,0.02,1.75 ,kirby sadventure
1011,1013,cooking mama 3: shop & chop,ds,2009,simulation,505 games,0.83,0.66,0.08,0.18,1.75 ,cookingmama3 shop chop
1012,1014,dance dance revolution x,ps2,2008,simulation,konami digital entertainment,0.85,0.66,0.01,0.22,1.75 ,dancedancerevolutionx
1013,1015,2 games in 1: disney princess & the lion king,gba,2004,misc,thq,1.25,0.46,0.0,0.03,1.75 ,2gamesin1 disneyprincess thelionking
1014,1016,star wars episode i: the phantom menace,ps,1999,adventure,lucasarts,0.72,0.89,0.04,0.1,1.74 ,starwarsepisodei thephantommenace
1015,1017,xenosaga episode i: der wille zur macht,ps2,2002,role-playing,namco bandai games,0.63,0.49,0.45,0.17,1.74 ,xenosagaepisodei derwillezurmacht
